Timestamp,MMSI,Latitude,Longitude,Navigational status,SOG,COG,Heading
2024-06-23 16:20:37,257037140.0,57.546355,11.399407,Under way using engine,11.5,324.7,325.0
2024-06-23 16:21:37,257037140.0,57.548953,11.395987,Under way using engine,11.5,324.7,325.0
2024-06-23 16:22:37,257037140.0,57.55155,11.392558,Under way using engine,11.5,324.7,325.0
2024-06-23 16:23:37,257037140.0,57.554102,11.389202,Under way using engine,11.5,324.8,325.0
2024-06-23 16:24:37,257037140.0,57.556692,11.385777,Under way using engine,11.5,324.7,325.0
2024-06-23 16:25:37,257037140.0,57.559292,11.382378,Under way using engine,11.4,325.0,325.0
2024-06-23 16:26:37,257037140.0,57.561885,11.37895,Under way using engine,11.4,324.6,325.0
2024-06-23 16:27:37,257037140.0,57.564485,11.37552,Under way using engine,11.5,324.8,325.0
2024-06-23 16:28:37,257037140.0,57.567082,11.37209,Under way using engine,11.5,324.8,325.0
2024-06-23 16:29:37,257037140.0,57.569682,11.368632,Under way using engine,11.5,324.4,325.0
2024-06-23 16:30:37,257037140.0,57.572335,11.365142,Under way using engine,11.5,324.8,325.0
2024-06-23 16:31:37,257037140.0,57.574932,11.361675,Under way using engine,11.5,324.5,325.0
2024-06-23 16:32:37,257037140.0,57.577562,11.358212,Under way using engine,11.7,324.9,325.0
2024-06-23 16:33:37,257037140.0,57.5802,11.354738,Under way using engine,11.7,324.7,325.0
2024-06-23 16:34:37,257037140.0,57.582788,11.351347,Under way using engine,11.6,325.3,325.0
2024-06-23 16:35:37,257037140.0,57.585388,11.347867,Under way using engine,11.6,323.0,327.0
2024-06-23 16:36:37,257037140.0,57.588092,11.34471,Under way using engine,11.4,331.4,338.0
2024-06-23 16:37:37,257037140.0,57.590992,11.34254,Under way using engine,11.3,341.4,348.0
2024-06-23 16:38:37,257037140.0,57.594105,11.341347,Under way using engine,11.2,350.4,351.0
2024-06-23 16:39:37,257037140.0,57.59722,11.340443,Under way using engine,11.4,351.2,351.0
2024-06-23 16:40:37,257037140.0,57.600385,11.339503,Under way using engine,11.6,350.7,351.0
2024-06-23 16:41:37,257037140.0,57.603558,11.33854,Under way using engine,11.6,350.9,351.0
2024-06-23 16:42:37,257037140.0,57.606742,11.337582,Under way using engine,11.6,350.8,351.0
2024-06-23 16:43:37,257037140.0,57.609917,11.336613,Under way using engine,11.6,350.9,351.0
2024-06-23 16:44:37,257037140.0,57.613100833333334,11.335867833333333,Under way using engine,11.616666666666667,351.4833333333333,351.5
2024-06-23 16:45:37,257037140.0,57.616284666666665,11.335122666666667,Under way using engine,11.633333333333333,352.06666666666666,352.0
2024-06-23 16:46:37,257037140.0,57.619468499999996,11.334377499999999,Under way using engine,11.649999999999999,352.65,352.5
2024-06-23 16:47:37,257037140.0,57.622652333333335,11.333632333333332,Under way using engine,11.666666666666666,353.2333333333333,353.0
2024-06-23 16:48:37,257037140.0,57.625836166666666,11.332887166666666,Under way using engine,11.683333333333334,353.81666666666666,353.5
2024-06-23 16:49:37,257037140.0,57.62902,11.332142,Under way using engine,11.7,354.4,354.0
2024-06-23 16:50:37,257037140.0,57.632223,11.331577,Under way using engine,11.6,354.9,354.0
2024-06-23 16:51:37,257037140.0,57.635435,11.331018,Under way using engine,11.7,354.4,354.0
2024-06-23 16:52:37,257037140.0,57.638638,11.330445,Under way using engine,11.6,354.6,354.0
