Timestamp,MMSI,Latitude,Longitude,Navigational status,SOG,COG,Heading
2024-11-27 04:19:07,210524000.0,57.689922,11.144577,Under way using engine,6.2,316.2,317.0
2024-11-27 04:19:17,210524000.0,57.69013233333334,11.144207333333334,Under way using engine,6.2,316.3333333333333,317.0
2024-11-27 04:19:27,210524000.0,57.690342666666666,11.143837666666666,Under way using engine,6.2,316.4666666666667,317.0
2024-11-27 04:19:37,210524000.0,57.690553,11.143468,Under way using engine,6.2,316.6,317.0
2024-11-27 04:19:47,210524000.0,57.6907525,11.143108999999999,Under way using engine,6.2,316.6,317.5
2024-11-27 04:19:57,210524000.0,57.690952,11.14275,Under way using engine,6.2,316.6,318.0
2024-11-27 04:20:07,210524000.0,57.691163,11.142403,Under way using engine,6.2,318.0,318.0
2024-11-27 04:20:17,210524000.0,57.6913825,11.142039,Under way using engine,6.2,318.2,318.0
2024-11-27 04:20:27,210524000.0,57.691602,11.141675,Under way using engine,6.2,318.4,318.0
2024-11-27 04:20:37,210524000.0,57.691818,11.141325,Under way using engine,6.3,317.7,318.0
2024-11-27 04:20:47,210524000.0,57.692032499999996,11.1409615,Under way using engine,6.25,317.75,317.5
2024-11-27 04:20:57,210524000.0,57.692247,11.140598,Under way using engine,6.2,317.8,317.0
2024-11-27 04:21:07,210524000.0,57.692475,11.140218,Under way using engine,6.3,316.5,317.0
2024-11-27 04:21:17,210524000.0,57.6926865,11.139854,Under way using engine,6.25,316.3,317.0
2024-11-27 04:21:27,210524000.0,57.692898,11.13949,Under way using engine,6.2,316.1,317.0
2024-11-27 04:21:37,210524000.0,57.693115,11.139127,Under way using engine,6.3,317.3,318.0
2024-11-27 04:21:47,210524000.0,57.693337666666665,11.138762333333334,Under way using engine,6.3,317.8666666666667,317.6666666666667
2024-11-27 04:21:57,210524000.0,57.69356033333334,11.138397666666666,Under way using engine,6.3,318.43333333333334,317.3333333333333
2024-11-27 04:22:07,210524000.0,57.693783,11.138033,Under way using engine,6.3,319.0,317.0
2024-11-27 04:22:17,210524000.0,57.694003,11.137674,Under way using engine,6.3,317.95,317.0
2024-11-27 04:22:27,210524000.0,57.694223,11.137315,Under way using engine,6.3,316.9,317.0
2024-11-27 04:22:37,210524000.0,57.694438,11.136947,Under way using engine,6.3,317.5,317.0
2024-11-27 04:22:47,210524000.0,57.6946465,11.1365795,Under way using engine,6.3,317.4,317.0
2024-11-27 04:22:57,210524000.0,57.694855,11.136212,Under way using engine,6.3,317.3,317.0
2024-11-27 04:23:07,210524000.0,57.695067,11.135845,Under way using engine,6.2,317.5,317.0
2024-11-27 04:23:17,210524000.0,57.695282500000005,11.135474,Under way using engine,6.2,317.45,317.0
2024-11-27 04:23:27,210524000.0,57.695498,11.135103,Under way using engine,6.2,317.4,317.0
2024-11-27 04:23:37,210524000.0,57.695713,11.13473,Under way using engine,6.3,317.4,318.0
2024-11-27 04:23:47,210524000.0,57.695927999999995,11.134374999999999,Under way using engine,6.25,317.75,318.0
2024-11-27 04:23:57,210524000.0,57.696143,11.13402,Under way using engine,6.2,318.1,318.0
2024-11-27 04:24:07,210524000.0,57.696378,11.133647,Under way using engine,6.3,317.8,317.0
2024-11-27 04:24:17,210524000.0,57.696605500000004,11.1332825,Under way using engine,6.25,317.4,316.5
2024-11-27 04:24:27,210524000.0,57.696833,11.132918,Under way using engine,6.2,317.0,316.0
2024-11-27 04:24:37,210524000.0,57.697053,11.132535,Under way using engine,6.2,316.0,317.0
2024-11-27 04:24:47,210524000.0,57.697278999999995,11.132164,Under way using engine,6.2,316.85,317.5
2024-11-27 04:24:57,210524000.0,57.697505,11.131793,Under way using engine,6.2,317.7,318.0
2024-11-27 04:25:07,210524000.0,57.697727,11.131417,Under way using engine,6.3,318.2,317.0
2024-11-27 04:25:17,210524000.0,57.69794066666667,11.131048666666667,Under way using engine,6.3,317.96666666666664,317.3333333333333
2024-11-27 04:25:27,210524000.0,57.698154333333335,11.130680333333334,Under way using engine,6.3,317.73333333333335,317.6666666666667
2024-11-27 04:25:37,210524000.0,57.698368,11.130312,Under way using engine,6.3,317.5,318.0
2024-11-27 04:25:47,210524000.0,57.698580500000006,11.129947,Under way using engine,6.3,317.7,317.5
2024-11-27 04:25:57,210524000.0,57.698793,11.129582,Under way using engine,6.3,317.9,317.0
2024-11-27 04:26:07,210524000.0,57.699008,11.129215,Under way using engine,6.3,317.4,318.0
2024-11-27 04:26:17,210524000.0,57.699222500000005,11.128856500000001,Under way using engine,6.3,317.85,318.0
2024-11-27 04:26:27,210524000.0,57.699437,11.128498,Under way using engine,6.3,318.3,318.0
2024-11-27 04:26:37,210524000.0,57.6996475,11.128143000000001,Under way using engine,6.25,318.20000000000005,317.5
2024-11-27 04:26:47,210524000.0,57.699858,11.127788,Under way using engine,6.2,318.1,317.0
2024-11-27 04:26:57,210524000.0,57.700075,11.1274065,Under way using engine,6.25,317.75,317.0
2024-11-27 04:27:07,210524000.0,57.700292,11.127025,Under way using engine,6.3,317.4,317.0
2024-11-27 04:27:17,210524000.0,57.7005145,11.126655,Under way using engine,6.3,317.75,317.5
2024-11-27 04:27:27,210524000.0,57.700737,11.126285,Under way using engine,6.3,318.1,318.0
2024-11-27 04:27:37,210524000.0,57.700954499999995,11.125919,Under way using engine,6.3,317.95000000000005,318.0
2024-11-27 04:27:47,210524000.0,57.701172,11.125553,Under way using engine,6.3,317.8,318.0
2024-11-27 04:27:57,210524000.0,57.7014,11.125174000000001,Under way using engine,6.3,317.75,318.0
2024-11-27 04:28:07,210524000.0,57.701628,11.124795,Under way using engine,6.3,317.7,318.0
2024-11-27 04:28:17,210524000.0,57.7018405,11.124446,Under way using engine,6.3,318.2,317.5
2024-11-27 04:28:27,210524000.0,57.702053,11.124097,Under way using engine,6.3,318.7,317.0
2024-11-27 04:28:37,210524000.0,57.702268000000004,11.1237435,Under way using engine,6.3,318.95,317.0
2024-11-27 04:28:47,210524000.0,57.702483,11.12339,Under way using engine,6.3,319.2,317.0
2024-11-27 04:28:57,210524000.0,57.7026975,11.123016,Under way using engine,6.3,318.15,317.0
2024-11-27 04:29:07,210524000.0,57.702912,11.122642,Under way using engine,6.3,317.1,317.0
2024-11-27 04:29:17,210524000.0,57.703131,11.1222835,Under way using engine,6.25,317.0,317.5
2024-11-27 04:29:27,210524000.0,57.70335,11.121925,Under way using engine,6.2,316.9,318.0
