Timestamp,Navigational status,SOG,COG,Heading
2024-06-26 21:36:38,Engaged in fishing,10.5,0.0,3.3999999999999773
2024-06-26 21:36:48,Engaged in fishing,10.5,359.85,3.6499999999999773
2024-06-26 21:36:58,Engaged in fishing,10.5,359.7,3.8999999999999773
2024-06-26 21:37:08,Engaged in fishing,10.5,359.55,4.149999999999977
2024-06-26 21:37:18,Engaged in fishing,10.5,359.4,4.399999999999977
2024-06-26 21:37:28,Engaged in fishing,10.5,359.5,3.3999999999999773
2024-06-26 21:37:38,Engaged in fishing,10.5,359.74,3.6000000000000227
2024-06-26 21:37:48,Engaged in fishing,10.5,359.98,3.8000000000000114
2024-06-26 21:37:58,Engaged in fishing,10.5,0.22000000000002728,4.0
2024-06-26 21:38:08,Engaged in fishing,10.5,0.45999999999997954,4.199999999999989
2024-06-26 21:38:18,Engaged in fishing,10.5,0.6999999999999886,4.399999999999977
2024-06-26 21:38:28,Engaged in fishing,10.5,358.9,3.3999999999999773
2024-06-26 21:38:38,Engaged in fishing,10.48,358.96,3.1999999999999886
2024-06-26 21:38:48,Engaged in fishing,10.46,359.02,3.0
2024-06-26 21:38:58,Engaged in fishing,10.44,359.08,2.8000000000000114
2024-06-26 21:39:08,Engaged in fishing,10.42,359.14,2.6000000000000227
2024-06-26 21:39:18,Engaged in fishing,10.4,359.2,2.3999999999999773
2024-06-26 21:39:28,Engaged in fishing,10.4,358.0,2.3999999999999773
2024-06-26 21:39:38,Engaged in fishing,10.4,358.08,2.1999999999999886
2024-06-26 21:39:48,Engaged in fishing,10.4,358.16,2.0
2024-06-26 21:39:58,Engaged in fishing,10.4,358.24,1.8000000000000114
2024-06-26 21:40:08,Engaged in fishing,10.4,358.32,1.6000000000000227
2024-06-26 21:40:18,Engaged in fishing,10.4,358.4,1.3999999999999773
2024-06-26 21:40:28,Engaged in fishing,10.5,358.5,2.3999999999999773
2024-06-26 21:40:38,Engaged in fishing,10.483333333333334,358.6166666666667,2.566666666666663
2024-06-26 21:40:48,Engaged in fishing,10.466666666666669,358.73333333333335,2.7333333333333485
2024-06-26 21:40:58,Engaged in fishing,10.45,358.85,2.8999999999999773
2024-06-26 21:41:08,Engaged in fishing,10.433333333333334,358.96666666666664,3.066666666666663
2024-06-26 21:41:18,Engaged in fishing,10.416666666666668,359.0833333333333,3.2333333333333485
2024-06-26 21:41:28,Engaged in fishing,10.4,359.2,3.3999999999999773
2024-06-26 21:41:38,Engaged in fishing,10.416666666666668,359.2,3.066666666666663
2024-06-26 21:41:48,Engaged in fishing,10.433333333333334,359.2,2.7333333333333485
2024-06-26 21:41:58,Engaged in fishing,10.45,359.2,2.3999999999999773
2024-06-26 21:42:08,Engaged in fishing,10.466666666666669,359.2,2.066666666666663
2024-06-26 21:42:18,Engaged in fishing,10.483333333333334,359.2,1.7333333333333485
2024-06-26 21:42:28,Engaged in fishing,10.5,359.2,1.3999999999999773
2024-06-26 21:42:38,Engaged in fishing,10.5,357.8,1.3999999999999773
2024-06-26 21:42:48,Engaged in fishing,10.48,358.3,1.6000000000000227
2024-06-26 21:42:58,Engaged in fishing,10.46,358.8,1.8000000000000114
2024-06-26 21:43:08,Engaged in fishing,10.44,359.3,2.0
2024-06-26 21:43:18,Engaged in fishing,10.42,359.8,2.1999999999999886
2024-06-26 21:43:28,Engaged in fishing,10.4,0.30000000000001137,2.3999999999999773
2024-06-26 21:43:38,Engaged in fishing,10.4,0.19999999999998863,2.3999999999999773
2024-06-26 21:43:48,Engaged in fishing,10.416666666666668,359.9,2.066666666666663
2024-06-26 21:43:58,Engaged in fishing,10.433333333333334,359.6,1.7333333333333485
2024-06-26 21:44:08,Engaged in fishing,10.45,359.3,1.3999999999999773
2024-06-26 21:44:18,Engaged in fishing,10.466666666666669,359.0,1.0666666666666629
2024-06-26 21:44:28,Engaged in fishing,10.483333333333334,358.7,0.7333333333333485
2024-06-26 21:44:38,Engaged in fishing,10.5,358.4,0.39999999999997726
