file,misclassified
filtered_636016827_20240311_1026-20240311_1041_standardized_10s.csv,5
filtered_563198600_20241127_1744-20241127_1759_standardized_10s.csv,5
filtered_256281000_20240524_1600-20240524_1615_standardized_10s.csv,5
filtered_304955000_20240310_0643-20240310_0658_standardized_10s.csv,5
filtered_244340000_20240527_2123-20240527_2138_standardized_10s.csv,5
filtered_209289000_20240611_1439-20240611_1454_standardized_10s.csv,5
filtered_538010371_20241129_1807-20241129_1822_standardized_10s.csv,5
filtered_219028337_20240328_1503-20240328_1518_standardized_10s.csv,5
filtered_244790047_20240423_0257-20240423_0312_standardized_10s.csv,5
filtered_219027752_20241129_1914-20241129_1929_standardized_10s.csv,5
filtered_636023266_20240607_2001-20240607_2016_standardized_10s.csv,5
filtered_211870240_20240315_0423-20240315_0438_standardized_10s.csv,5
filtered_250006306_20240429_1746-20240429_1801_standardized_10s.csv,5
filtered_352001928_20240612_0045-20240612_0100_standardized_10s.csv,5
filtered_219449000_20240525_1632-20240525_1647_standardized_10s.csv,5
filtered_219449000_20240525_1915-20240525_1930_standardized_10s.csv,5
filtered_246497000_20240601_2033-20240601_2048_standardized_10s.csv,4
filtered_246667000_20240313_1553-20240313_1608_standardized_10s.csv,4
filtered_219014435_20240418_1919-20240418_1934_standardized_10s.csv,4
filtered_248006000_20240309_1742-20240309_1757_standardized_10s.csv,4
filtered_246133000_20240416_0233-20240416_0248_standardized_10s.csv,4
filtered_373834000_20240423_0541-20240423_0555_standardized_10s.csv,4
filtered_371796000_20240630_0652-20240630_0707_standardized_10s.csv,4
filtered_273396130_20240626_1434-20240626_1449_standardized_10s.csv,4
filtered_246371000_20240308_0308-20240308_0323_standardized_10s.csv,4
filtered_277029000_20240402_0650-20240402_0705_standardized_10s.csv,4
filtered_311307000_20240617_0206-20240617_0221_standardized_10s.csv,4
filtered_311000987_20240421_0014-20240421_0029_standardized_10s.csv,4
filtered_352002532_20240425_0835-20240425_0850_standardized_10s.csv,4
filtered_246545000_20240408_0509-20240408_0524_standardized_10s.csv,4
filtered_314721000_20240620_1618-20240620_1633_standardized_10s.csv,4
filtered_538008213_20240414_0215-20240414_0230_standardized_10s.csv,4
filtered_259143000_20240317_0745-20240317_0800_standardized_10s.csv,4
filtered_219029726_20240601_0000-20240601_0015_standardized_10s.csv,4
filtered_538010087_20240318_1044-20240318_1059_standardized_10s.csv,4
filtered_215114000_20240610_0201-20240610_0216_standardized_10s.csv,4
filtered_244580000_20240419_2212-20240419_2227_standardized_10s.csv,4
filtered_259222000_20240404_1905-20240404_1920_standardized_10s.csv,4
filtered_258858000_20240418_2215-20240418_2229_standardized_10s.csv,4
filtered_220368000_20240313_1132-20240313_1147_standardized_10s.csv,4
filtered_258687000_20240330_0836-20240330_0851_standardized_10s.csv,4
filtered_636016293_20240621_0326-20240621_0341_standardized_10s.csv,4
filtered_636016430_20240304_0620-20240304_0635_standardized_10s.csv,4
filtered_257064430_20240406_0146-20240406_0201_standardized_10s.csv,4
filtered_241751000_20240401_0443-20240401_0458_standardized_10s.csv,4
filtered_257726000_20240520_1855-20240520_1910_standardized_10s.csv,4
filtered_538008641_20240629_2339-20240629_2353_standardized_10s.csv,4
filtered_219281000_20240401_0537-20240401_0552_standardized_10s.csv,4
filtered_636019179_20240521_2045-20240521_2100_standardized_10s.csv,4
filtered_232025009_20240326_0831-20240326_0846_standardized_10s.csv,4
filtered_257561000_20240523_1535-20240523_1550_standardized_10s.csv,4
filtered_636021643_20240327_1411-20240327_1426_standardized_10s.csv,4
filtered_231790000_20240606_0451-20240606_0506_standardized_10s.csv,4
filtered_636022445_20240622_0543-20240622_0558_standardized_10s.csv,4
filtered_231356000_20240320_0829-20240320_0844_standardized_10s.csv,4
filtered_209415000_20240610_0913-20240610_0928_standardized_10s.csv,4
filtered_229807000_20240526_1034-20240526_1049_standardized_10s.csv,4
filtered_205770000_20240415_0740-20240415_0755_standardized_10s.csv,4
filtered_256247000_20240528_1714-20240528_1729_standardized_10s.csv,4
filtered_248006000_20240406_2036-20240406_2051_standardized_10s.csv,4
filtered_518999188_20240529_1743-20240529_1758_standardized_10s.csv,4
filtered_245302000_20240324_0226-20240324_0241_standardized_10s.csv,4
filtered_244890472_20240630_1835-20240630_1850_standardized_10s.csv,4
filtered_305509000_20240304_2324-20240304_2339_standardized_10s.csv,4
filtered_220223000_20240424_0453-20240424_0508_standardized_10s.csv,4
filtered_219026170_20240415_1951-20240415_2006_standardized_10s.csv,4
filtered_265177000_20240412_0037-20240412_0052_standardized_10s.csv,4
filtered_255806256_20240317_1601-20240317_1616_standardized_10s.csv,4
filtered_255806446_20240524_0900-20240524_0914_standardized_10s.csv,4
filtered_219945000_20240331_2030-20240331_2045_standardized_10s.csv,4
filtered_244830818_20240620_0848-20240620_0903_standardized_10s.csv,4
filtered_538007185_20240519_1801-20240519_1816_standardized_10s.csv,4
filtered_245078000_20240605_1259-20240605_1314_standardized_10s.csv,4
filtered_265177000_20240328_0056-20240328_0111_standardized_10s.csv,4
filtered_219244000_20240524_1247-20240524_1302_standardized_10s.csv,3
filtered_255924000_20240425_0427-20240425_0441_standardized_10s.csv,3
filtered_255806256_20240428_0036-20240428_0051_standardized_10s.csv,3
filtered_265410000_20240328_1630-20240328_1644_standardized_10s.csv,3
filtered_305224000_20240612_0241-20240612_0256_standardized_10s.csv,3
filtered_248221000_20240629_0919-20240629_0934_standardized_10s.csv,3
filtered_266076000_20240604_0822-20240604_0837_standardized_10s.csv,3
filtered_257182000_20240310_0128-20240310_0143_standardized_10s.csv,3
filtered_248022000_20240425_1954-20240425_2009_standardized_10s.csv,3
filtered_257409000_20240422_1846-20240422_1901_standardized_10s.csv,3
filtered_257850000_20240614_1839-20240614_1854_standardized_10s.csv,3
filtered_257071620_20240412_0743-20240412_0758_standardized_10s.csv,3
filtered_219421000_20240529_1054-20240529_1108_standardized_10s.csv,3
filtered_257970000_20240610_2251-20240610_2306_standardized_10s.csv,3
filtered_257970000_20240616_0321-20240616_0336_standardized_10s.csv,3
filtered_266286000_20240526_0655-20240526_0710_standardized_10s.csv,3
filtered_265045000_20240326_0238-20240326_0253_standardized_10s.csv,3
filtered_219437000_20241122_1838-20241122_1853_standardized_10s.csv,3
filtered_266454000_20240619_2350-20240620_0005_standardized_10s.csv,3
filtered_255806344_20240322_0651-20240322_0705_standardized_10s.csv,3
filtered_256380000_20240425_0849-20240425_0904_standardized_10s.csv,3
filtered_273421280_20241123_1651-20241123_1706_standardized_10s.csv,3
filtered_273413440_20240524_1328-20240524_1343_standardized_10s.csv,3
filtered_255806190_20240528_1824-20240528_1838_standardized_10s.csv,3
filtered_266465000_20240626_1854-20240626_1909_standardized_10s.csv,3
filtered_230138350_20240330_1307-20240330_1321_standardized_10s.csv,3
filtered_266076000_20240409_1115-20240409_1130_standardized_10s.csv,3
filtered_353083000_20240415_0620-20240415_0635_standardized_10s.csv,3
filtered_219554000_20240523_1418-20240523_1432_standardized_10s.csv,3
filtered_215698000_20240331_0510-20240331_0524_standardized_10s.csv,3
filtered_440040000_20240313_0549-20240313_0603_standardized_10s.csv,3
filtered_477150700_20240531_0304-20240531_0319_standardized_10s.csv,3
filtered_636014359_20240620_1509-20240620_1524_standardized_10s.csv,3
filtered_245656000_20240323_0655-20240323_0710_standardized_10s.csv,3
filtered_477973000_20240607_0758-20240607_0813_standardized_10s.csv,3
filtered_636021643_20240320_0956-20240320_1011_standardized_10s.csv,3
filtered_229131000_20240526_1639-20240526_1654_standardized_10s.csv,3
filtered_220018000_20241122_0911-20241122_0926_standardized_10s.csv,3
filtered_218321000_20240305_0923-20240305_0938_standardized_10s.csv,3
filtered_538005521_20240308_1901-20240308_1916_standardized_10s.csv,3
filtered_538005696_20240409_1744-20240409_1758_standardized_10s.csv,3
filtered_244870072_20241127_1300-20241127_1315_standardized_10s.csv,3
filtered_220189000_20240618_0055-20240618_0110_standardized_10s.csv,3
filtered_311000608_20240626_1833-20240626_1848_standardized_10s.csv,3
filtered_413279020_20240314_0302-20240314_0317_standardized_10s.csv,3
filtered_220253000_20240403_1815-20240403_1830_standardized_10s.csv,3
filtered_244790715_20240605_1734-20240605_1748_standardized_10s.csv,3
filtered_244790608_20240411_1604-20240411_1619_standardized_10s.csv,3
filtered_232047453_20241124_2211-20241124_2226_standardized_10s.csv,3
filtered_538010680_20240620_1042-20240620_1057_standardized_10s.csv,3
filtered_235002520_20240617_1921-20240617_1935_standardized_10s.csv,3
filtered_210155000_20240611_0000-20240611_0015_standardized_10s.csv,3
filtered_636018830_20240415_0144-20240415_0159_standardized_10s.csv,3
filtered_636017798_20240604_2244-20240604_2258_standardized_10s.csv,3
filtered_211845000_20240604_0029-20240604_0044_standardized_10s.csv,3
filtered_211845000_20240531_1826-20240531_1841_standardized_10s.csv,3
filtered_636017617_20240624_2357-20240625_0012_standardized_10s.csv,3
filtered_636017205_20240302_0410-20240302_0425_standardized_10s.csv,3
filtered_414637000_20240315_0842-20240315_0857_standardized_10s.csv,3
filtered_219002827_20240326_1453-20240326_1507_standardized_10s.csv,3
filtered_375103000_20240307_0442-20240307_0457_standardized_10s.csv,3
filtered_219616000_20240617_0457-20240617_0512_standardized_10s.csv,3
filtered_219592000_20240624_2028-20240624_2043_standardized_10s.csv,3
filtered_230007000_20240527_2112-20240527_2127_standardized_10s.csv,3
filtered_230007000_20240427_0254-20240427_0309_standardized_10s.csv,3
filtered_311995000_20241125_1205-20241125_1220_standardized_10s.csv,3
filtered_314189000_20240618_1221-20240618_1236_standardized_10s.csv,3
filtered_246724000_20240625_1344-20240625_1359_standardized_10s.csv,3
filtered_636023294_20240328_1137-20240328_1152_standardized_10s.csv,3
filtered_314525000_20240423_0403-20240423_0418_standardized_10s.csv,3
filtered_314546000_20240307_0341-20240307_0356_standardized_10s.csv,3
filtered_314606000_20240610_1747-20240610_1802_standardized_10s.csv,3
filtered_246629000_20240310_2129-20240310_2144_standardized_10s.csv,3
filtered_246554000_20240620_1419-20240620_1434_standardized_10s.csv,3
filtered_246141000_20240628_1733-20240628_1748_standardized_10s.csv,3
filtered_352001874_20240605_0200-20240605_0215_standardized_10s.csv,3
filtered_352001011_20240301_1522-20240301_1537_standardized_10s.csv,3
filtered_219164000_20240425_1306-20240425_1321_standardized_10s.csv,3
filtered_232005533_20240304_1609-20240304_1624_standardized_10s.csv,3
filtered_352002488_20240324_2041-20240324_2056_standardized_10s.csv,3
filtered_352003391_20240423_0736-20240423_0751_standardized_10s.csv,3
filtered_231613000_20240307_2141-20240307_2155_standardized_10s.csv,3
filtered_246399000_20240305_1045-20240305_1100_standardized_10s.csv,3
filtered_353732000_20240526_0922-20240526_0937_standardized_10s.csv,3
filtered_246395000_20240328_0459-20240328_0514_standardized_10s.csv,3
filtered_353732000_20240526_0822-20240526_0837_standardized_10s.csv,3
filtered_219281000_20240429_2107-20240429_2122_standardized_10s.csv,2
filtered_241142000_20240606_0300-20240606_0315_standardized_10s.csv,2
filtered_229770000_20240612_2131-20240612_2146_standardized_10s.csv,2
filtered_229807000_20240427_0217-20240427_0232_standardized_10s.csv,2
filtered_219236000_20240313_1521-20240313_1536_standardized_10s.csv,2
filtered_230935000_20240626_0553-20240626_0608_standardized_10s.csv,2
filtered_232005533_20240624_2231-20240624_2246_standardized_10s.csv,2
filtered_232031538_20240425_1043-20240425_1058_standardized_10s.csv,2
filtered_257064430_20240410_0816-20240410_0831_standardized_10s.csv,2
filtered_219281000_20240322_0517-20240322_0532_standardized_10s.csv,2
filtered_219281000_20240301_0432-20240301_0447_standardized_10s.csv,2
filtered_232040897_20240627_1717-20240627_1732_standardized_10s.csv,2
filtered_232023509_20240604_0720-20240604_0735_standardized_10s.csv,2
filtered_257081000_20240521_0900-20240521_0915_standardized_10s.csv,2
filtered_244020000_20240320_0442-20240320_0457_standardized_10s.csv,2
filtered_219384000_20241122_0126-20241122_0141_standardized_10s.csv,2
filtered_244063000_20240624_2234-20240624_2249_standardized_10s.csv,2
filtered_256800000_20240603_1324-20240603_1339_standardized_10s.csv,2
filtered_219596000_20240522_2140-20240522_2155_standardized_10s.csv,2
filtered_246855000_20241124_1525-20241124_1540_standardized_10s.csv,2
filtered_219613000_20240528_2312-20240528_2327_standardized_10s.csv,2
filtered_255801580_20240322_0348-20240322_0403_standardized_10s.csv,2
filtered_246483000_20241125_1254-20241125_1309_standardized_10s.csv,2
filtered_246388000_20240614_1119-20240614_1134_standardized_10s.csv,2
filtered_219825000_20240521_2047-20240521_2102_standardized_10s.csv,2
filtered_219825000_20240602_1113-20240602_1128_standardized_10s.csv,2
filtered_255805860_20240322_2132-20240322_2147_standardized_10s.csv,2
filtered_245543000_20240622_1314-20240622_1329_standardized_10s.csv,2
filtered_255806300_20240326_0810-20240326_0825_standardized_10s.csv,2
filtered_245015000_20241123_2045-20241123_2100_standardized_10s.csv,2
filtered_244870429_20240430_0039-20240430_0054_standardized_10s.csv,2
filtered_219421000_20240525_1445-20240525_1500_standardized_10s.csv,2
filtered_244830818_20240620_0733-20240620_0748_standardized_10s.csv,2
filtered_255962000_20240315_1246-20240315_1301_standardized_10s.csv,2
filtered_256225000_20240519_1627-20240519_1642_standardized_10s.csv,2
filtered_244790314_20240305_1726-20240305_1741_standardized_10s.csv,2
filtered_244710969_20240411_0337-20240411_0352_standardized_10s.csv,2
filtered_244569000_20240326_0536-20240326_0551_standardized_10s.csv,2
filtered_244301000_20240312_1213-20240312_1228_standardized_10s.csv,2
filtered_244279000_20240608_2350-20240609_0005_standardized_10s.csv,2
filtered_244238000_20240624_1031-20240624_1046_standardized_10s.csv,2
filtered_219355000_20240602_0341-20240602_0356_standardized_10s.csv,2
filtered_244238000_20240624_0831-20240624_0846_standardized_10s.csv,2
filtered_244130642_20240318_2352-20240319_0007_standardized_10s.csv,2
filtered_220368000_20240321_0032-20240321_0047_standardized_10s.csv,2
filtered_257182000_20240413_0015-20240413_0029_standardized_10s.csv,2
filtered_255805883_20240529_0640-20240529_0655_standardized_10s.csv,2
filtered_257203000_20240604_1251-20240604_1306_standardized_10s.csv,2
filtered_372867000_20240613_0635-20240613_0649_standardized_10s.csv,2
filtered_215173000_20240520_2118-20240520_2133_standardized_10s.csv,2
filtered_538009659_20240521_2108-20240521_2123_standardized_10s.csv,2
filtered_538009477_20240607_1714-20240607_1729_standardized_10s.csv,2
filtered_538006310_20240412_0024-20240412_0039_standardized_10s.csv,2
filtered_218098000_20240326_1014-20240326_1028_standardized_10s.csv,2
filtered_218098000_20240614_1150-20240614_1205_standardized_10s.csv,2
filtered_518998923_20240616_0238-20240616_0253_standardized_10s.csv,2
filtered_477941100_20240623_2324-20240623_2339_standardized_10s.csv,2
filtered_447173000_20240330_0629-20240330_0644_standardized_10s.csv,2
filtered_219002827_20240524_2357-20240525_0012_standardized_10s.csv,2
filtered_376205000_20240323_1316-20240323_1331_standardized_10s.csv,2
filtered_355931000_20240607_2202-20240607_2217_standardized_10s.csv,2
filtered_538010377_20240302_1012-20240302_1027_standardized_10s.csv,2
filtered_355444000_20240301_1347-20240301_1402_standardized_10s.csv,2
filtered_314703000_20240430_0042-20240430_0056_standardized_10s.csv,2
filtered_314633000_20240307_2119-20240307_2134_standardized_10s.csv,2
filtered_314549000_20240615_0208-20240615_0223_standardized_10s.csv,2
filtered_219015153_20240630_1548-20240630_1603_standardized_10s.csv,2
filtered_219015382_20240627_0015-20240627_0030_standardized_10s.csv,2
filtered_219019936_20240519_0857-20240519_0912_standardized_10s.csv,2
filtered_311018000_20240531_0924-20240531_0939_standardized_10s.csv,2
filtered_308539000_20240314_1401-20240314_1416_standardized_10s.csv,2
filtered_305279000_20240618_1230-20240618_1245_standardized_10s.csv,2
filtered_305224000_20240310_1430-20240310_1445_standardized_10s.csv,2
filtered_215031000_20240627_0139-20240627_0154_standardized_10s.csv,2
filtered_538010400_20240302_1803-20240302_1818_standardized_10s.csv,2
filtered_304067000_20240522_1647-20240522_1702_standardized_10s.csv,2
filtered_210090000_20240405_0748-20240405_0803_standardized_10s.csv,2
filtered_636022835_20240417_0415-20240417_0430_standardized_10s.csv,2
filtered_209332000_20240621_1629-20240621_1644_standardized_10s.csv,2
filtered_636022830_20240427_2324-20240427_2339_standardized_10s.csv,2
filtered_636022653_20240426_0129-20240426_0144_standardized_10s.csv,2
filtered_209535000_20240309_0620-20240309_0635_standardized_10s.csv,2
filtered_636022504_20240627_0142-20240627_0157_standardized_10s.csv,2
filtered_209671000_20240527_0127-20240527_0142_standardized_10s.csv,2
filtered_210041000_20240602_1230-20240602_1245_standardized_10s.csv,2
filtered_636021569_20240403_0815-20240403_0830_standardized_10s.csv,2
filtered_636020878_20240425_0409-20240425_0424_standardized_10s.csv,2
filtered_636019890_20240620_0102-20240620_0117_standardized_10s.csv,2
filtered_210155000_20240423_1824-20240423_1839_standardized_10s.csv,2
filtered_212613000_20240619_1040-20240619_1054_standardized_10s.csv,2
filtered_210445000_20240630_0321-20240630_0336_standardized_10s.csv,2
filtered_636017986_20240630_0246-20240630_0301_standardized_10s.csv,2
filtered_636017495_20240606_1940-20240606_1955_standardized_10s.csv,2
filtered_636017409_20240606_0721-20240606_0736_standardized_10s.csv,2
filtered_636015737_20240313_0449-20240313_0504_standardized_10s.csv,2
filtered_211219630_20241122_1627-20241122_1642_standardized_10s.csv,2
filtered_626415000_20240423_2105-20240423_2119_standardized_10s.csv,2
filtered_620862000_20240428_1321-20240428_1336_standardized_10s.csv,2
filtered_565592000_20240329_2138-20240329_2153_standardized_10s.csv,2
filtered_563221100_20240625_0433-20240625_0448_standardized_10s.csv,2
filtered_563033300_20240322_0606-20240322_0621_standardized_10s.csv,2
filtered_304145000_20240406_1513-20240406_1528_standardized_10s.csv,2
filtered_230007000_20240629_0151-20240629_0206_standardized_10s.csv,2
filtered_271048419_20240605_2325-20240605_2340_standardized_10s.csv,2
filtered_257682000_20240318_0501-20240318_0516_standardized_10s.csv,2
filtered_266076000_20240522_2325-20240522_2340_standardized_10s.csv,2
filtered_219023786_20240617_2207-20240617_2222_standardized_10s.csv,2
filtered_257588000_20240627_2347-20240628_0002_standardized_10s.csv,2
filtered_257617000_20240422_0816-20240422_0830_standardized_10s.csv,2
filtered_257643000_20241123_0659-20241123_0714_standardized_10s.csv,2
filtered_265410000_20240326_0415-20240326_0429_standardized_10s.csv,2
filtered_265039000_20240305_0634-20240305_0649_standardized_10s.csv,2
filtered_219110000_20240407_0238-20240407_0253_standardized_10s.csv,2
filtered_257754000_20240528_1002-20240528_1017_standardized_10s.csv,2
filtered_258059000_20240529_1833-20240529_1848_standardized_10s.csv,2
filtered_258709000_20240607_0221-20240607_0236_standardized_10s.csv,2
filtered_261004881_20240604_1445-20240604_1459_standardized_10s.csv,2
filtered_259110000_20240523_1455-20240523_1510_standardized_10s.csv,2
filtered_219027298_20240527_1416-20240527_1431_standardized_10s.csv,2
filtered_266076000_20240617_1552-20240617_1607_standardized_10s.csv,2
filtered_265410000_20240320_2300-20240320_2314_standardized_10s.csv,2
filtered_219027298_20240530_1107-20240530_1122_standardized_10s.csv,2
filtered_266392000_20240424_2138-20240424_2153_standardized_10s.csv,2
filtered_266467000_20240423_0706-20240423_0721_standardized_10s.csv,2
filtered_257207000_20240315_0615-20240315_0630_standardized_10s.csv,2
filtered_236407000_20240531_1118-20240531_1133_standardized_10s.csv,1
filtered_236652000_20240321_2317-20240321_2332_standardized_10s.csv,1
filtered_236701000_20240412_1345-20240412_1359_standardized_10s.csv,1
filtered_230690000_20240428_0031-20240428_0046_standardized_10s.csv,1
filtered_238251000_20240404_0658-20240404_0713_standardized_10s.csv,1
filtered_257025000_20240320_0322-20240320_0337_standardized_10s.csv,1
filtered_236166000_20240528_1644-20240528_1659_standardized_10s.csv,1
filtered_241703000_20240629_1351-20240629_1406_standardized_10s.csv,1
filtered_636017495_20240606_1855-20240606_1910_standardized_10s.csv,1
filtered_230601000_20240624_0531-20240624_0546_standardized_10s.csv,1
filtered_230357000_20240619_1434-20240619_1449_standardized_10s.csv,1
filtered_235500000_20240521_1439-20240521_1454_standardized_10s.csv,1
filtered_244020000_20240417_1502-20240417_1517_standardized_10s.csv,1
filtered_230687000_20241123_1534-20241123_1549_standardized_10s.csv,1
filtered_258714000_20240624_1328-20240624_1343_standardized_10s.csv,1
filtered_235103057_20240530_0904-20240530_0919_standardized_10s.csv,1
filtered_259029000_20240629_0854-20240629_0909_standardized_10s.csv,1
filtered_636093262_20240302_1343-20240302_1357_standardized_10s.csv,1
filtered_256380000_20240425_0619-20240425_0634_standardized_10s.csv,1
filtered_636091866_20240607_2114-20240607_2129_standardized_10s.csv,1
